keys,en,it,de,fr
Brinebound Fitting,Brinebound Fitting,Giunto legato alla salamoia,Solegebundener Beschlag,Ferrure liée à la saumure
Brinecloth and coral shaped into flexible tier 5 fittings.,Brinecloth and coral shaped into flexible tier 5 fittings.,Tessuto salmastro e corallo modellati in giunti flessibili di grado 5.,"Soletuch und Koralle, geformt zu flexiblen Beschlägen des Grades 5.",Toile saline et corail façonnés en ferrures souples de palier 5.
Lanternforged Component,Lanternforged Component,Componente di lanterna,Laternen­geschmiedete Komponente,Composant forgé-lanterne
Alloy and vault ember forged into rigid tier 6 stock.,Alloy and vault ember forged into rigid tier 6 stock.,Lega e brace della Volta forgiate in un semilavorato rigido di grado 6.,"Legierung und Gewölbeglut, geschmiedet zu starrem Rohmaterial des Grades 6.",Alliage et braise de la Voûte forgés en une ébauche rigide de palier 6.
Keeperlight Filament,Keeperlight Filament,Filamento di luce del Custode,Hüterlicht-Filament,Filament de lumière du Veilleur
Keeper wick and sootglass drawn into flexible tier 6 stock.,Keeper wick and sootglass drawn into flexible tier 6 stock.,Stoppino del Custode e vetro di fuliggine filati in un semilavorato flessibile di grado 6.,"Hüterdocht und Rußglas, gezogen zu flexiblem Rohmaterial des Grades 6.",Mèche du Veilleur et verre de suie filés en une ébauche souple de palier 6.
Cindervow Binding,Cindervow Binding,Legatura del voto di cenere,Aschegelübde-Bindung,Lien du Vœu de Cendre
Ash and prayer beads fused into rigid tier 7 bindings.,Ash and prayer beads fused into rigid tier 7 bindings.,Cenere e grani da preghiera fusi in legature rigide di grado 7.,"Asche und Gebetsperlen, verschmolzen zu starren Bindungen des Grades 7.",Cendre et grains de chapelet fondus en liens rigides de palier 7.
Vowscript Weave,Vowscript Weave,Trama del voto inciso,Gelübdeschrift-Gewebe,Trame du vœu inscrit
Vow silk inscribed with ember ink for flexible tier 7 stock.,Vow silk inscribed with ember ink for flexible tier 7 stock.,Seta del voto incisa con inchiostro di brace per un semilavorato flessibile di grado 7.,"Gelübdeseide, beschrieben mit Gluttinte, für flexibles Rohmaterial des Grades 7.",Soie de vœu inscrite à l'encre de braise pour une ébauche souple de palier 7.
Astral Assembly,Astral Assembly,Assemblaggio astrale,Astrale Versammlung,Assemblage astral
Starglass and meteor dust aligned into rigid tier 8 stock.,Starglass and meteor dust aligned into rigid tier 8 stock.,Vetrostellare e Polvere Meteorica allineati in un semilavorato rigido di grado 8.,"Sternenglas und Meteorstaub, ausgerichtet zu starrem Rohmaterial des Grades 8.",Verre stellaire et poussière de météore alignés en une ébauche rigide de palier 8.
Orbitweave Lens,Orbitweave Lens,Lente a trama orbitale,Orbitgewebe-Linse,Lentille à trame orbitale
Orbit thread and aether glass woven into flexible tier 8 stock.,Orbit thread and aether glass woven into flexible tier 8 stock.,Filo orbitale e vetro etereo intrecciati in un semilavorato flessibile di grado 8.,"Orbitfaden und Ätherglas, verwoben zu flexiblem Rohmaterial des Grades 8.",Fil d'orbite et verre d'éther tissés en une ébauche souple de palier 8.
Chimeric Matrix,Chimeric Matrix,Matrice chimerica,Chimärenmatrix,Matrice chimérique
Hide and bone stabilized into rigid tier 9 stock.,Hide and bone stabilized into rigid tier 9 stock.,Pelle e ossa stabilizzate in un semilavorato rigido di grado 9.,"Haut und Knochen, stabilisiert zu starrem Rohmaterial des Grades 9.",Peau et os stabilisés en une ébauche rigide de palier 9.
Umbral Tendon,Umbral Tendon,Tendine umbratile,Umbrale Sehne,Tendon d'ombre
Sinew and shadow gland braided into flexible tier 9 stock.,Sinew and shadow gland braided into flexible tier 9 stock.,Tendine e ghiandola d'ombra intrecciati in un semilavorato flessibile di grado 9.,"Sehne und Schattendrüse, geflochten zu flexiblem Rohmaterial des Grades 9.",Tendon et glande d'ombre tressés en une ébauche souple de palier 9.
Crownless Fitting,Crownless Fitting,Giunto senza corona,Kronloser Beschlag,Ferrure sans couronne
Steel and regal rivets shaped into rigid tier 10 stock.,Steel and regal rivets shaped into rigid tier 10 stock.,Acciaio e rivetti regali modellati in un semilavorato rigido di grado 10.,"Stahl und königliche Nieten, geformt zu starrem Rohmaterial des Grades 10.",Acier et rivets royaux façonnés en une ébauche rigide de palier 10.
Bannerseal Weave,Bannerseal Weave,Trama del sigillo,Bannersiegel-Gewebe,Trame du sceau de bannière
Banner cloth sealed with null wax for flexible tier 10 stock.,Banner cloth sealed with null wax for flexible tier 10 stock.,Stoffa da stendardo sigillata con cera nulla per un semilavorato flessibile di grado 10.,"Bannertuch, versiegelt mit Nullwachs, für flexibles Rohmaterial des Grades 10.",Toile de bannière scellée à la cire nulle pour une ébauche souple de palier 10.
Living Heartframe,Living Heartframe,Intelaiatura vivente del cuore,Lebendes Herzgestell,Armature vivante du cœur
Heartwood and amber grown into rigid tier 11 stock.,Heartwood and amber grown into rigid tier 11 stock.,Durame e ambra fatti crescere in un semilavorato rigido di grado 11.,"Kernholz und Bernstein, gewachsen zu starrem Rohmaterial des Grades 11.",Duramen et ambre cultivés en une ébauche rigide de palier 11.
Lifeblood Weave,Lifeblood Weave,Trama di linfa vitale,Lebensblut-Gewebe,Trame de sève vitale
Sap and veinleaf cultivated into flexible tier 11 stock.,Sap and veinleaf cultivated into flexible tier 11 stock.,Linfa e foglia venata coltivate in un semilavorato flessibile di grado 11.,"Saft und Aderblatt, gezüchtet zu flexiblem Rohmaterial des Grades 11.",Sève et feuille veinée cultivées en une ébauche souple de palier 11.
Eclipse Conduit,Eclipse Conduit,Condotto dell'eclissi,Eklipsenleiter,Conduit de l'Éclipse
Lastlight and void filament balanced into rigid tier 12 stock.,Lastlight and void filament balanced into rigid tier 12 stock.,Ultimaluce e filamento del vuoto bilanciati in un semilavorato rigido di grado 12.,"Letztlicht und Leerenfilament, ausbalanciert zu starrem Rohmaterial des Grades 12.",Lueur ultime et filament du vide équilibrés en une ébauche rigide de palier 12.
Dawnshadow Weave,Dawnshadow Weave,Trama d'alba e ombra,Morgenschatten-Gewebe,Trame d'aube et d'ombre
Eclipse thread and dawn ash woven into flexible tier 12 stock.,Eclipse thread and dawn ash woven into flexible tier 12 stock.,Filo dell'eclissi e cenere dell'alba intrecciati in un semilavorato flessibile di grado 12.,"Eklipsenfaden und Morgenasche, verwoben zu flexiblem Rohmaterial des Grades 12.",Fil d'éclipse et cendre d'aube tissés en une ébauche souple de palier 12.
Gelweave Vest,Gelweave Vest,Gilet di trama gelatinosa,Gelgewebe-Weste,Gilet en tissage de gel
Light gelweave armor for agile starting heroes.,Light gelweave armor for agile starting heroes.,Armatura leggera di trama gelatinosa per eroi iniziali agili.,Leichte Gelgewebe-Rüstung für flinke Anfängerhelden.,Armure légère en trame gélatineuse pour les héros débutants agiles.
Slime Lamellar,Slime Lamellar,Lamellare di slime,Slime-Lamellenpanzer,Lamellaire de Slime
Layered gel plates with balanced defenses.,Layered gel plates with balanced defenses.,Piastre di gel a strati con difese equilibrate.,Geschichtete Gelplatten mit ausgewogener Verteidigung.,Plaques de gel en couches aux défenses équilibrées.
Coreguard Plate,Coreguard Plate,Piastre paranucleo,Kernschutzpanzer,Plastron garde-noyau
Heavy armor reinforced around hardened slime cores.,Heavy armor reinforced around hardened slime cores.,Armatura pesante rinforzata attorno a nuclei di slime induriti.,"Schwere Rüstung, verstärkt um gehärtete Slime-Kerne.",Armure lourde renforcée autour de noyaux de Slime durcis.
Prism Blade,Prism Blade,Lama prismatica,Prismenklinge,Lame prismatique
A refractive melee weapon made in the Elemental Depths.,A refractive melee weapon made in the Elemental Depths.,Un'arma da mischia rifrangente creata nelle Profondità Elementali.,"Eine lichtbrechende Nahkampfwaffe, gefertigt in den Elementartiefen.",Une arme de mêlée réfringente fabriquée dans les Profondeurs Élémentaires.
Prism Bow,Prism Bow,Arco prismatico,Prismenbogen,Arc prismatique
A crystal bow that splits light around every arrow.,A crystal bow that splits light around every arrow.,Un arco di cristallo che divide la luce attorno a ogni freccia.,"Ein Kristallbogen, der das Licht um jeden Pfeil herum spaltet.",Un arc de cristal qui fend la lumière autour de chaque flèche.
Prism Staff,Prism Staff,Bastone prismatico,Prismenstab,Bâton prismatique
A mist-bound focus for refracted spells.,A mist-bound focus for refracted spells.,Un catalizzatore legato alla nebbia per incantesimi rifratti.,Ein nebelgebundener Fokus für gebrochene Zauber.,Un focus lié à la brume pour des sorts réfractés.
Vapor Mantle,Vapor Mantle,Manto di vapore,Dampfmantel,Manteau de vapeur
A light mantle that blurs the wearer's outline.,A light mantle that blurs the wearer's outline.,Un manto leggero che sfuma i contorni di chi lo indossa.,"Ein leichter Umhang, der die Umrisse des Trägers verwischt.",Une mante légère qui brouille les contours de son porteur.
Crystal Mail,Crystal Mail,Cotta di cristallo,Kristallpanzer,Cotte de cristal
Balanced mail linked with small prism scales.,Balanced mail linked with small prism scales.,Una cotta equilibrata composta da piccole scaglie prismatiche.,"Ein ausgewogenes Kettenhemd, verbunden mit kleinen Prismenschuppen.",Une cotte équilibrée assemblée de petites écailles prismatiques.
Geode Plate,Geode Plate,Piastre di geode,Geodenplatte,Plaque de géode
Heavy geode armor that resists blade and spell.,Heavy geode armor that resists blade and spell.,Pesante armatura di geode che resiste a lame e incantesimi.,"Schwere Geodenrüstung, die Klinge und Zauber widersteht.",Armure lourde de géode qui résiste à la lame comme au sort.
Rootsteel Saber,Rootsteel Saber,Sciabola di Acciaioradice,Wurzelstahlsäbel,Sabre d'acier-racine
A living steel saber that flexes without losing its edge.,A living steel saber that flexes without losing its edge.,Una sciabola d'acciaio vivente che si flette senza perdere il filo.,"Ein lebender Stahlsäbel, der sich biegt, ohne seine Schärfe zu verlieren.",Un sabre d'acier vivant qui ploie sans perdre son tranchant.
Rootsteel Repeater,Rootsteel Repeater,Ripetitore di Acciaioradice,Wurzelstahl-Repetierer,Répéteur d'acier-racine
A compact rootsteel ranged weapon with a spore-bound string.,A compact rootsteel ranged weapon with a spore-bound string.,Un'arma a distanza compatta di Acciaioradice con una corda legata da spore.,Eine kompakte Fernkampfwaffe aus Wurzelstahl mit sporengebundener Sehne.,"Une arme à distance compacte en acier-racine, à corde liée par les spores."
Rootsteel Focus,Rootsteel Focus,Catalizzatore di Acciaioradice,Wurzelstahl-Fokus,Focus d'acier-racine
A luminous rootsteel focus for controlled magic.,A luminous rootsteel focus for controlled magic.,Un catalizzatore luminoso di Acciaioradice per una magia controllata.,Ein leuchtender Wurzelstahl-Fokus für kontrollierte Magie.,Un focus lumineux en acier-racine pour une magie maîtrisée.
Sporecloak,Sporecloak,Mantospora,Sporenmantel,Cape de spores
A light living cloak that shifts around incoming attacks.,A light living cloak that shifts around incoming attacks.,Un mantello vivente e leggero che si sposta attorno agli attacchi in arrivo.,"Ein leichter, lebender Mantel, der sich um eintreffende Angriffe herum verlagert.",Un manteau vivant et léger qui se déplace autour des attaques entrantes.
Gearbark Coat,Gearbark Coat,Giacca a ingranaggi di corteccia,Zahnrindenmantel,Manteau d'écorce à engrenages
A medium coat of interlocking bark and rootsteel gears.,A medium coat of interlocking bark and rootsteel gears.,Una giacca media di corteccia a incastro e ingranaggi di Acciaioradice.,Ein mittelschwerer Mantel aus ineinandergreifender Rinde und Wurzelstahlzahnrädern.,Une veste intermédiaire faite d'écorce imbriquée et d'engrenages en acier-racine.
Rootsteel Plate,Rootsteel Plate,Piastre di Acciaioradice,Wurzelstahlpanzer,Plastron d'acier-racine
Heavy living plate that braces itself under impact.,Heavy living plate that braces itself under impact.,Pesanti piastre viventi che si irrigidiscono all'impatto.,"Schwerer lebender Panzer, der sich beim Aufprall selbst versteift.",Lourdes plaques vivantes qui se raidissent sous l'impact.
Tideglass Cutlass,Tideglass Cutlass,Falcione di Vetromarea,Gezeitenglas-Entermesser,Coutelas de verre de marée
A sea-glass cutlass sharpened by constant current.,A sea-glass cutlass sharpened by constant current.,Un falcione di vetro marino affilato dalla corrente incessante.,"Ein Entermesser aus Seeglas, geschärft von steter Strömung.",Un coutelas en verre de mer aiguisé par le courant incessant.
Tideglass Longbow,Tideglass Longbow,Arco lungo di Vetromarea,Gezeitenglas-Langbogen,Arc long de verre de marée
A brine-strung bow with a translucent tideglass frame.,A brine-strung bow with a translucent tideglass frame.,Un arco con corda salmastra e intelaiatura traslucida di Vetromarea.,Ein solegespannter Bogen mit durchscheinendem Rahmen aus Gezeitenglas.,Un arc à corde saline doté d'un cadre translucide en verre de marée.
Tideglass Scepter,Tideglass Scepter,Scettro di Vetromarea,Gezeitenglas-Zepter,Sceptre de verre de marée
A smooth scepter that focuses magic like a deep current.,A smooth scepter that focuses magic like a deep current.,Uno scettro levigato che concentra la magia come una corrente profonda.,"Ein glattes Zepter, das Magie wie eine tiefe Strömung bündelt.",Un sceptre lisse qui concentre la magie comme un courant profond.
Sprayrunner Wraps,Sprayrunner Wraps,Fasce cavalcaonde,Gischtläufer-Wickel,Bandages coureur-d'écume
Light wraps made for sure footing on flooded stone.,Light wraps made for sure footing on flooded stone.,Fasce leggere create per mantenere saldo il passo sulla pietra allagata.,"Leichte Wickel, gemacht für sicheren Halt auf überflutetem Stein.",Bandages légers faits pour garder un pied sûr sur la pierre inondée.
Brine Mail,Brine Mail,Cotta salmastra,Salzlakenpanzer,Cotte de saumure
Balanced salt-mail suited to long battles.,Balanced salt-mail suited to long battles.,"Una cotta salina equilibrata, adatta alle battaglie prolungate.","Ein ausgewogenes Salzkettenhemd, geeignet für lange Schlachten.","Une cotte saline équilibrée, propre aux longues batailles."
Breakwater Plate,Breakwater Plate,Piastre frangiflutti,Wellenbrecherpanzer,Plastron brise-lames
Heavy tideglass plate built to hold against repeated waves.,Heavy tideglass plate built to hold against repeated waves.,Pesanti piastre di Vetromarea costruite per resistere a ondate ripetute.,"Schwerer Gezeitenglaspanzer, gebaut, um wiederholten Wellen standzuhalten.",Lourdes plaques de verre de marée conçues pour tenir face aux vagues répétées.
Beacon Edge,Beacon Edge,Filo del faro,Leuchtfeuerschneide,Tranchant du phare
A lantern-alloy blade carrying a clear guiding flame.,A lantern-alloy blade carrying a clear guiding flame.,Una lama in lega della lanterna che porta una limpida fiamma guida.,"Eine Klinge aus Laternenlegierung, die eine klare, leitende Flamme trägt.",Une lame en alliage de lanterne portant une flamme guide limpide.
Beacon Arbalest,Beacon Arbalest,Arbalesta del faro,Leuchtfeuer-Armbrust,Arbalète du fanal
A compact arbalest sighted by keeper light.,A compact arbalest sighted by keeper light.,Un'arbalesta compatta dotata di un mirino di luce del Custode.,"Eine kompakte Armbrust, gezielt durch Hüterlicht.",Une arbalète compacte dotée d'une visée en lumière du Veilleur.
Beacon Censer,Beacon Censer,Turibolo del faro,Leuchtfeuer-Weihrauchfass,Encensoir du phare
A golden censer that burns a steady magical wick.,A golden censer that burns a steady magical wick.,Un turibolo dorato che brucia uno stoppino magico costante.,"Ein goldenes Rauchfass, das einen steten magischen Docht verbrennt.",Un encensoir doré qui brûle une mèche magique constante.
Lightkeeper Coat,Lightkeeper Coat,Giacca del Custode della Luce,Lichthütermantel,Veste du Veilleur de Lumière
A light coat lined with protective keeper wicks.,A light coat lined with protective keeper wicks.,Una giacca leggera foderata di stoppini protettivi del Custode.,"Ein leichter Mantel, gefüttert mit schützenden Hüterdochten.",Une veste légère doublée de mèches protectrices du Veilleur.
Signal Harness,Signal Harness,Imbracatura di segnalazione,Signalgeschirr,Harnais de signalisation
Medium lantern-alloy armor built for a versatile partner.,Medium lantern-alloy armor built for a versatile partner.,Armatura media in lega della lanterna creata per un compagno versatile.,"Mittelschwere Rüstung aus Laternenlegierung, gebaut für einen vielseitigen Gefährten.","Armure intermédiaire en alliage de lanterne, conçue pour un compagnon polyvalent."
Lantern Bulwark,Lantern Bulwark,Baluardo della lanterna,Laternenbollwerk,Rempart de la lanterne
Heavy armor illuminated from within by a keeper flame.,Heavy armor illuminated from within by a keeper flame.,Armatura pesante illuminata dall'interno da una fiamma del Custode.,"Schwere Rüstung, von innen erleuchtet von einer Hüterflamme.",Armure lourde illuminée de l'intérieur par une flamme du Veilleur.
Cindervow Brand,Cindervow Brand,Marchio del voto di cenere,Aschegelübde-Brandmal,Marque du Vœu de Cendre
A vow-etched blade with a banked ember edge.,A vow-etched blade with a banked ember edge.,Una lama incisa con un voto e dotata di un filo di brace sopita.,Eine gelübdegeätzte Klinge mit einer Schneide aus gehüteter Glut.,"Une lame gravée d'un vœu, au tranchant de braise couvée."
Ashstring Bow,Ashstring Bow,Arco a corda di cenere,Aschensehnenbogen,Arc à corde de cendre
A dark bow strung with fireproof vow silk.,A dark bow strung with fireproof vow silk.,Un arco scuro con una corda di seta del voto ignifuga.,"Ein dunkler Bogen, gespannt mit feuerfester Gelübdeseide.",Un arc sombre tendu de soie de vœu ignifuge.
Ember Psalm,Ember Psalm,Salmo di brace,Glutpsalm,Psaume de braise
A written flame that serves as a precise magical focus.,A written flame that serves as a precise magical focus.,Una fiamma scritta che funge da preciso catalizzatore magico.,"Eine geschriebene Flamme, die als präziser magischer Fokus dient.",Une flamme écrite qui sert de focus magique précis.
Cinderveil,Cinderveil,Velo di cenere,Glutschleier,Voile de cendre
A light veil that scatters into ash around attacks.,A light veil that scatters into ash around attacks.,Un velo leggero che si disperde in cenere attorno agli attacchi.,"Ein leichtes Schleiertuch, das sich um Angriffe herum zu Asche zerstreut.",Un voile léger qui se disperse en cendres autour des attaques.
Vowkeeper Mail,Vowkeeper Mail,Cotta del Custode del Voto,Gelübdehüter-Kettenhemd,Cotte du Gardien des Vœux
Balanced monastery mail reinforced by unbroken vows.,Balanced monastery mail reinforced by unbroken vows.,Una cotta equilibrata del monastero rinforzata da voti mai infranti.,"Ein ausgewogenes Kloster-Kettenhemd, verstärkt durch ungebrochene Gelübde.",Une cotte équilibrée du monastère renforcée par des vœux jamais rompus.
Abbot's Plate,Abbot's Plate,Piastre dell'Abate,Abtsplatte,Plaque de l'abbé
Heavy ash-black plate modeled after the Abbot's guard.,Heavy ash-black plate modeled after the Abbot's guard.,Pesanti piastre nere di cenere modellate sulla guardia dell'Abate.,Schwerer aschschwarzer Panzer nach dem Vorbild der Wache des Abtes.,Lourdes plaques noir cendre calquées sur la garde de l'Abbé.
Comet Blade,Comet Blade,Lama cometa,Kometenklinge,Lame comète
A starglass blade shaped like a falling comet.,A starglass blade shaped like a falling comet.,Una lama di Vetrostellare dalla forma di una cometa cadente.,Eine Sternenglasklinge in Form eines fallenden Kometen.,Une lame de verre stellaire en forme de comète tombante.
Orbit Bow,Orbit Bow,Arco orbitale,Orbitbogen,Arc orbital
A curved bow whose string follows a weightless orbit.,A curved bow whose string follows a weightless orbit.,Un arco ricurvo la cui corda segue un'orbita senza peso.,"Ein gekrümmter Bogen, dessen Sehne einer schwerelosen Umlaufbahn folgt.",Un arc recourbé dont la corde suit une orbite sans poids.
Astrolabe Staff,Astrolabe Staff,Bastone astrolabio,Astrolabstab,Bâton astrolabe
A rotating starglass staff calibrated to distant lights.,A rotating starglass staff calibrated to distant lights.,Un bastone rotante di Vetrostellare calibrato su luci lontane.,"Ein rotierender Sternenglasstab, kalibriert auf ferne Lichter.",Un bâton rotatif en verre stellaire calibré sur des lumières lointaines.
Cometweave Robe,Cometweave Robe,Veste a trama cometaria,Kometengewebe-Robe,Robe à trame de comète
A light robe woven with trailing orbit thread.,A light robe woven with trailing orbit thread.,Una veste leggera intessuta di filo orbitale strascicante.,"Eine leichte Robe, gewebt mit nachziehendem Orbitfaden.",Une robe légère tissée d'un fil d'orbite traînant.
Orbit Mail,Orbit Mail,Cotta orbitale,Orbitpanzer,Cotte orbitale
Medium rings held in a protective moving orbit.,Medium rings held in a protective moving orbit.,Anelli medi mantenuti in un'orbita protettiva in movimento.,"Mittelschwere Ringe, gehalten in einer schützenden, bewegten Umlaufbahn.",Anneaux intermédiaires maintenus dans une orbite protectrice en mouvement.
Zenith Plate,Zenith Plate,Piastre dello zenit,Zenitplatte,Plaque du zénith
Heavy observatory plate aligned to its wearer's center.,Heavy observatory plate aligned to its wearer's center.,Pesanti piastre dell'osservatorio allineate al centro di chi le indossa.,"Schwerer Observatoriumspanzer, ausgerichtet auf die Mitte seines Trägers.",Lourdes plaques d'observatoire alignées sur le centre de leur porteur.
Fangblade,Fangblade,Lama zannuta,Zahnklinge,Lame-croc
An adaptive chimera-fang weapon for close combat.,An adaptive chimera-fang weapon for close combat.,Un'arma adattiva a zanna di chimera per il combattimento ravvicinato.,Eine anpassungsfähige Chimärenzahnwaffe für den Nahkampf.,Une arme adaptative à croc de chimère pour le combat rapproché.
Sinew Bow,Sinew Bow,Arco di tendine,Sehnenbogen,Arc en tendon
A powerful bow made from living umbral sinew.,A powerful bow made from living umbral sinew.,Un potente arco ricavato da tendine umbratile vivente.,Ein mächtiger Bogen aus lebender Schattensehne.,Un arc puissant fait de tendon d'ombre vivant.
Many-Eyed Focus,Many-Eyed Focus,Catalizzatore dai molti occhi,Vieläugiger Fokus,Focus aux multiples yeux
A many-faceted focus that watches every magical angle.,A many-faceted focus that watches every magical angle.,Un catalizzatore dalle molte sfaccettature che osserva ogni angolazione magica.,"Ein vielfacettiger Fokus, der jeden magischen Blickwinkel überwacht.",Un focus aux multiples facettes qui surveille chaque angle magique.
Shadowhide,Shadowhide,Pelle d'ombra,Schattenhaut,Peau d'ombre
Light adaptive hide that moves before the wearer does.,Light adaptive hide that moves before the wearer does.,Pelle adattiva leggera che si muove prima di chi la indossa.,"Leichte anpassungsfähige Haut, die sich bewegt, bevor ihr Träger es tut.",Peau adaptative légère qui bouge avant même son porteur.
Chimera Scale,Chimera Scale,Scaglie di chimera,Chimärenschuppe,Écaille de chimère
Medium armor combining several compatible hides.,Medium armor combining several compatible hides.,Armatura media che combina diverse pelli compatibili.,"Mittelschwere Rüstung, die mehrere passende Häute vereint.",Armure intermédiaire combinant plusieurs peaux compatibles.
Matron Carapace,Matron Carapace,Carapace della Matrona,Matronen-Chitinpanzer,Carapace de la Matrone
Heavy layered carapace modeled after the Matron.,Heavy layered carapace modeled after the Matron.,Pesante carapace a strati modellato sulla Matrona.,Schwerer geschichteter Chitinpanzer nach dem Vorbild der Matrone.,Lourde carapace en couches calquée sur la Matrone.
Regent's Edge,Regent's Edge,Filo del Reggente,Schneide des Regenten,Tranchant du régent
A crownless steel blade bearing a deliberately empty crest.,A crownless steel blade bearing a deliberately empty crest.,Una lama d'acciaio senza corona che porta uno stemma volutamente vuoto.,Eine kronlose Stahlklinge mit einem bewusst leeren Wappen.,Une lame d'acier sans couronne portant un blason délibérément vide.
Black-Banner Bow,Black-Banner Bow,Arco dello stendardo nero,Schwarzbanner-Bogen,Arc à la Bannière Noire
A citadel bow wrapped in light-drinking banner cloth.,A citadel bow wrapped in light-drinking banner cloth.,Un arco della cittadella avvolto in stoffa da stendardo che assorbe la luce.,"Ein Zitadellenbogen, umwickelt mit lichttrinkendem Bannertuch.",Un arc de la citadelle enveloppé d'une toile de bannière qui boit la lumière.
Empty Crown Staff,Empty Crown Staff,Bastone della corona vuota,Stab der Leeren Krone,Bâton de la Couronne Vide
"A regal focus built around an open, crown-shaped frame.","A regal focus built around an open, crown-shaped frame.",Un catalizzatore regale costruito attorno a un'intelaiatura aperta a forma di corona.,"Ein königlicher Fokus, gebaut um einen offenen, kronenförmigen Rahmen.",Un focus royal bâti autour d'un cadre ouvert en forme de couronne.
Bannerless Cloak,Bannerless Cloak,Mantello senza stendardo,Bannerloser Mantel,Manteau sans bannière
A light command cloak stripped of every emblem.,A light command cloak stripped of every emblem.,Un leggero mantello di comando privato di ogni emblema.,"Ein leichter Befehlsmantel, aller Embleme beraubt.","Un manteau de commandement léger, dépouillé de tout emblème."
Regent Mail,Regent Mail,Cotta del Reggente,Regentenpanzer,Cotte du régent
Balanced citadel mail suited to commanding the front.,Balanced citadel mail suited to commanding the front.,"Una cotta equilibrata della cittadella, adatta a comandare la prima linea.","Ein ausgewogenes Zitadellen-Kettenhemd, geeignet, die Front zu befehligen.","Une cotte équilibrée de la citadelle, propre à commander le front."
Empty Throne Plate,Empty Throne Plate,Piastre del trono vuoto,Panzer des Leeren Throns,Plastron du Trône Vide
Heavy black plate made for a throne that needs no wearer.,Heavy black plate made for a throne that needs no wearer.,Pesanti piastre nere create per un trono che non ha bisogno di chi lo occupi.,"Schwerer schwarzer Panzer, gemacht für einen Thron, der niemanden braucht, der ihn trägt.",Lourdes plaques noires faites pour un trône qui n'a besoin de personne pour l'occuper.
Heartwood Cleaver,Heartwood Cleaver,Mannaia di durame,Kernholz-Hackmesser,Couperet de duramen
A living cleaver grown from carefully harvested heartwood.,A living cleaver grown from carefully harvested heartwood.,Una mannaia vivente cresciuta da durame raccolto con cura.,"Ein lebendes Hackmesser, gewachsen aus sorgfältig geerntetem Kernholz.",Un couperet vivant issu d'un duramen récolté avec soin.
Veinstring Bow,Veinstring Bow,Arco a corda venata,Adersehnen-Bogen,Arc à corde veinée
A heartwood bow tensioned by living sap-veins.,A heartwood bow tensioned by living sap-veins.,Un arco di durame teso da vene di linfa vivente.,"Ein Kernholzbogen, gespannt von lebenden Saftadern.",Un arc de duramen tendu par des veines de sève vivante.
Lifesap Crook,Lifesap Crook,Pastorale di linfa vitale,Lebenssaft-Krummstab,Crosse de sève vitale
A living crook that circulates magical lifeblood sap.,A living crook that circulates magical lifeblood sap.,Un pastorale vivente in cui circola magica linfa vitale.,"Ein lebender Krummstab, in dem magischer Lebenssaft zirkuliert.",Une houlette vivante où circule une sève vitale magique.
Veinleaf Mantle,Veinleaf Mantle,Manto di foglie venate,Aderblatt-Umhang,Mante de feuilles veinées
A light mantle of responsive leaves and living veins.,A light mantle of responsive leaves and living veins.,Un manto leggero di foglie reattive e vene viventi.,Ein leichter Umhang aus reaktionsfähigen Blättern und lebenden Adern.,Une mante légère faite de feuilles réactives et de veines vivantes.
Heartwood Mail,Heartwood Mail,Cotta di durame,Kernholz-Kettenhemd,Cotte de duramen
Medium living mail that redistributes impact through roots.,Medium living mail that redistributes impact through roots.,Una cotta vivente media che ridistribuisce gli impatti attraverso le radici.,"Mittelschweres lebendes Kettenhemd, das Aufprall über Wurzeln verteilt.",Cotte vivante intermédiaire qui redistribue l'impact à travers ses racines.
Worldroot Plate,Worldroot Plate,Piastre della Radice del Mondo,Weltwurzelpanzer,Plastron de la Racine du Monde
Heavy armor grown from the densest harmless heartwood.,Heavy armor grown from the densest harmless heartwood.,Armatura pesante cresciuta dal durame innocuo più denso.,"Schwere Rüstung, gewachsen aus dem dichtesten harmlosen Kernholz.",Armure lourde issue du duramen inoffensif le plus dense.
Dawnfall Blade,Dawnfall Blade,Lama dell'Alba Cadente,Morgensturzklinge,Lame de l'Aube Tombante
A lastlight blade balanced between dawn and eclipse.,A lastlight blade balanced between dawn and eclipse.,Una lama di Ultimaluce in equilibrio tra alba ed eclissi.,"Eine Letztlicht-Klinge, ausbalanciert zwischen Morgengrauen und Eklipse.",Une lame de lueur ultime en équilibre entre l'aube et l'éclipse.
Eclipse Bow,Eclipse Bow,Arco dell'eclissi,Finsternisbogen,Arc de l'éclipse
A final bow strung with alternating light and shadow.,A final bow strung with alternating light and shadow.,Un arco definitivo con una corda di luce e ombra alternate.,"Ein letzter Bogen, gespannt mit abwechselndem Licht und Schatten.",Un arc ultime tendu de lumière et d'ombre alternées.
Last Lantern,Last Lantern,Ultima Lanterna,Letzte Laterne,Dernière lanterne
A keeper lantern refined into the campaign's strongest magical focus.,A keeper lantern refined into the campaign's strongest magical focus.,Una lanterna del Custode raffinata nel più potente catalizzatore magico della campagna.,"Eine Hüterlaterne, verfeinert zum stärksten magischen Fokus der Kampagne.",Une lanterne du Veilleur raffinée en le plus puissant focus magique de la campagne.
Lastlight Shroud,Lastlight Shroud,Sudario di Ultimaluce,Letztlicht-Schleier,Suaire de Lueur ultime
